id,Kanji,Strokes,Grade,JLPT-test,"Name of Radical","Reading within Joyo","Reading beyond Joyo"
1,亜,7,7,1,Ni,ア,
2,哀,9,7,1,"Kuchi, Kuchihen",アイ、あわ-れ、あわ-れむ,かな
3,挨,10,7,0,Tehen,アイ,
4,愛,13,4,3,"Kokoro, Risshinben, Shitagokoro",アイ,オ、いと、め
5,曖,17,7,0,"Nichi, Nichihen",アイ,
6,悪,11,3,4,"Kokoro, Risshinben, Shitagokoro",アク、オ、わる-い,
7,握,12,7,1,Tehen,アク、にぎ-る,
8,圧,5,5,2,"Tsuchi, Tsuchihen",アツ,おさ
9,扱,6,7,1,Tehen,あつか-う,
10,宛,8,7,0,Ukanmuri,あ-てる,エン
11,嵐,12,7,1,"Yama, Yamahen",あらし,ラン
12,安,6,3,4,Ukanmuri,アン、やす-い,
13,案,10,4,2,"Ki, Kihen",アン,
14,暗,13,3,3,"Nichi, Nichihen",アン、くら-い,
15,以,5,4,4,"Hito, Ninben, Hitoyane",イ,もち、ゆえ、も
16,衣,6,4,2,"Koromo, Koromohen",イ、ころも,エ、きぬ、き、ぎぬ、ぎ
17,位,7,4,3,"Hito, Ninben, Hitoyane",イ、くらい,
18,囲,7,4,2,Kunigamae,イ、かこ-む、かこ-う,
19,医,7,3,4,Kakushigamae,イ,
20,依,8,7,2,"Hito, Ninben, Hitoyane",イ、[エ],よ
21,委,8,3,2,"Onna, Onnahen",イ、ゆだ-ねる,まか
22,威,9,7,1,"Onna, Onnahen",イ,おど、たけ
23,為,9,7,1,"Hi, Hihen, Renga",イ,ため、な
24,畏,9,7,0,"Ta, Tahen",イ、おそ-れる,かしこ
25,胃,9,4,2,"Niku, Nikuzuki",イ,
26,尉,11,7,1,Sun,イ,じょう
27,異,11,6,2,"Ta, Tahen",イ、こと,あや
28,移,11,5,2,"Nogi, Nogihen",イ、うつ-る、うつ-す,
29,萎,11,7,0,Kusakanmuri,イ、な-える,しぼ、しお
30,偉,12,7,3,"Hito, Ninben, Hitoyane",イ、えら-い,
31,椅,12,7,0,"Ki, Kihen",イ,
32,彙,13,7,0,Keigashira,イ,
33,意,13,3,4,"Kokoro, Risshinben, Shitagokoro",イ,
34,違,13,7,3,Shinnyoo,イ、ちが-う、ちが-える,たが
35,維,14,7,1,"Ito, Itohen",イ,
36,慰,15,7,1,"Kokoro, Risshinben, Shitagokoro",イ、なぐさ-める、なぐさ-む,
37,遺,15,6,1,Shinnyoo,イ、[ユイ],のこ
38,緯,16,7,1,"Ito, Itohen",イ,よこいと
39,域,11,6,2,"Tsuchi, Tsuchihen",イキ,
40,育,8,3,3,"Niku, Nikuzuki",イク、そだ-つ、そだ-てる、はぐく-む,
41,一,1,1,5,Ichi,イチ、イツ、ひと、ひと-つ,
42,壱,7,7,1,Samurai,イチ,
43,逸,11,7,1,Shinnyoo,イツ,イチ
44,茨,9,7,0,Kusakanmuri,[いばら],
45,芋,6,7,1,Kusakanmuri,いも,
46,引,4,2,3,"Yumi, Yumihen",イン、ひ-く、ひ-ける,
47,印,6,4,2,"Fushizukuri, Warifu",イン、しるし,
48,因,6,5,3,Kunigamae,イン、よ-る,ちな
49,咽,9,7,0,"Kuchi, Kuchihen",イン,のど、むせ
50,姻,9,7,1,"Onna, Onnahen",イン,
51,員,10,3,4,"Kuchi, Kuchihen",イン,
52,院,10,3,4,Kozatohen,イン,エン
53,淫,11,7,0,"Mizu, Sanzui, Shitamizu",イン、みだ-ら,
54,陰,11,7,1,Kozatohen,イン、かげ、かげ-る,
55,飲,12,3,4,"Shoku, Shokuhen",イン、の-む,
56,隠,14,7,1,Kozatohen,イン、かく-す、かく-れる,オン
57,韻,19,7,1,Oto,イン,
58,右,5,1,5,"Kuchi, Kuchihen",ウ、ユウ、みぎ,
59,宇,6,6,2,Ukanmuri,ウ,
60,羽,6,2,2,Hane,ウ、は、はね,わ
61,雨,8,1,5,"Ame, Amekanmuri",ウ、あめ、[あま],
62,唄,10,7,1,"Kuchi, Kuchihen",[うた],バイ
63,鬱,29,7,0,"Cho, Nioizake",ウツ,ふさ
64,畝,10,7,1,"Ta, Tahen",うね,ポ、せ
65,浦,10,7,1,"Mizu, Sanzui, Shitamizu",うら,ホ、ポ
66,運,12,3,4,Shinnyoo,ウン、はこ-ぶ,
67,雲,12,2,2,"Ame, Amekanmuri",ウン、くも,
68,永,5,5,2,"Mizu, Sanzui, Shitamizu",エイ、なが-い,
69,泳,8,3,3,"Mizu, Sanzui, Shitamizu",エイ、およ-ぐ,
70,英,8,4,4,Kusakanmuri,エイ,はなぶさ、はな
71,映,9,6,4,"Nichi, Nichihen",エイ、うつ-る、うつ-す、は-える,
72,栄,9,4,2,"Ki, Kihen",エイ、さか-える、は-え、は-える,ヨウ
73,営,12,5,2,Tsukanmuri,エイ、いとな-む,
74,詠,12,7,1,"Gon, Gonben",エイ、よ-む,うた
75,影,15,7,1,Sanzukuri,エイ、かげ,ヨウ
76,鋭,15,7,2,"Kane, Kanehen",エイ、するど-い,
77,衛,16,5,1,Gyoogamae,エイ,エ、まも
78,易,8,5,3,"Nichi, Nichihen",エキ、イ、やさ-しい,やす
79,疫,9,7,1,Yamaidare,エキ、[ヤク],
80,益,10,5,1,Sara,エキ、[ヤク],ますます、ま
81,液,11,5,2,"Mizu, Sanzui, Shitamizu",エキ,
82,駅,14,3,4,"Uma, Umahen",エキ,
83,悦,10,7,1,"Kokoro, Risshinben, Shitagokoro",エツ,よろこ
84,越,12,7,3,"Hashiru, Soonyoo",エツ、こ-す、こ-える,オチ、エチ、オッ
85,謁,15,7,1,"Gon, Gonben",エツ,
86,閲,15,7,1,Mongamae,エツ,
87,円,4,1,5,Doogamae,エン、まる-い,まど
88,延,8,6,2,Ennyoo,エン、の-びる、の-べる、の-ばす,び
89,沿,8,6,1,"Mizu, Sanzui, Shitamizu",エン、そ-う,
90,炎,8,7,1,"Hi, Hihen, Renga",エン、ほのお,
91,怨,9,7,0,"Kokoro, Risshinben, Shitagokoro",エン、オン,うら
92,宴,10,7,1,Ukanmuri,エン,うたげ
93,媛,12,7,1,"Onna, Onnahen",エン,ひめ
94,援,12,7,1,Tehen,エン,
95,園,13,2,3,Kunigamae,エン、その,オン
96,煙,13,7,3,"Hi, Hihen, Renga",エン、けむ-る、けむり、けむ-い,
97,猿,13,7,1,"Inu, Kemonohen",エン、さる,
98,遠,13,2,3,Shinnyoo,エン、[オン]、とお-い,
99,鉛,13,7,1,"Kane, Kanehen",エン、なまり,
100,塩,13,4,2,"Tsuchi, Tsuchihen",エン、しお,
101,演,14,5,3,"Mizu, Sanzui, Shitamizu",エン,
102,縁,15,7,1,"Ito, Itohen",エン、ふち,えにし、へり、よ
103,艶,19,7,1,Iro,エン、つや,
104,汚,6,7,2,"Mizu, Sanzui, Shitamizu",オ、けが-す、けが-れる、けが-らわしい、よご-す、よご-れる、きたな-い,
105,王,4,1,3,"Tama, Oo",オウ,
106,凹,5,7,1,Ukebako,オウ,
107,央,5,3,2,Dai,オウ,ヨウ、つ
108,応,7,5,2,"Kokoro, Risshinben, Shitagokoro",オウ、こた-える,
109,往,8,5,1,Gyooninben,オウ,い、ゆ
110,押,8,7,3,Tehen,オウ、お-す、お-さえる,
111,旺,8,7,1,"Nichi, Nichihen",オウ,
112,欧,8,7,2,Akubi,オウ,
113,殴,8,7,1,Rumata,オウ、なぐ-る,
114,桜,10,5,1,"Ki, Kihen",オウ、さくら,
115,翁,10,7,1,Hane,オウ,おきな
116,奥,12,7,2,Dai,オウ、おく,
117,横,15,3,3,"Ki, Kihen",オウ、よこ,
118,岡,8,7,1,"Yama, Yamahen",[おか],コウ
119,屋,9,3,4,Shikabane,オク、や,
120,億,15,4,2,"Hito, Ninben, Hitoyane",オク,
121,憶,16,7,1,"Kokoro, Risshinben, Shitagokoro",オク,おぼ
122,臆,17,7,0,"Niku, Nikuzuki",オク,
123,虞,13,7,1,Toragashira,おそれ,グ
124,乙,1,7,1,"Otsu, Otsunyoo",オツ,
125,俺,10,7,0,"Hito, Ninben, Hitoyane",おれ,
126,卸,9,7,1,"Fushizukuri, Warifu",おろ-す、おろし,
127,音,9,1,4,Oto,オン、イン、おと、ね,
128,恩,10,5,1,"Kokoro, Risshinben, Shitagokoro",オン,
129,温,12,3,2,"Mizu, Sanzui, Shitamizu",オン、あたた-か、あたた-かい、あたた-まる、あたた-める,ウン
130,穏,16,7,1,"Nogi, Nogihen",オン、おだ-やか,
131,下,3,1,5,Ichi,カ、ゲ、した、しも、もと、さ-げる、さ-がる、くだ-る、くだ-す、くだ-さる、お-ろす、お-りる,
132,化,4,3,3,Hi,カ、ケ、ば-ける、ば-かす,
133,火,4,1,5,"Hi, Hihen, Renga",カ、ひ、[ほ],コ
134,加,5,4,3,Chikara,カ、くわ-える、くわ-わる,ケ
135,可,5,5,3,"Kuchi, Kuchihen",カ,
136,仮,6,5,2,"Hito, Ninben, Hitoyane",カ、[ケ]、かり,たと
137,何,7,2,5,"Hito, Ninben, Hitoyane",カ、なに、[なん],いず
138,花,7,1,4,Kusakanmuri,カ、はな,ケ、ゲ、あや
139,佳,8,7,1,"Hito, Ninben, Hitoyane",カ,ケ、よ
140,価,8,5,2,"Hito, Ninben, Hitoyane",カ、あたい,
141,果,8,4,3,"Ki, Kihen",カ、は-たす、は-てる、は-て,くだもの
142,河,8,5,2,"Mizu, Sanzui, Shitamizu",カ、かわ,
143,苛,8,7,0,Kusakanmuri,カ,
144,科,9,2,3,"Nogi, Nogihen",カ,しな、とが
145,架,9,7,1,"Ki, Kihen",カ、か-ける、か-かる,
146,夏,10,2,4,Suinyoo,カ、[ゲ]、なつ,
147,家,10,2,4,Ukanmuri,カ、ケ、いえ、や,
148,荷,10,3,2,Kusakanmuri,カ、に,
149,華,10,7,1,Kusakanmuri,カ、[ケ]、はな,
150,菓,11,7,2,Kusakanmuri,カ,
151,貨,11,4,2,"Kai, Kaihen",カ,
152,渦,12,7,1,"Mizu, Sanzui, Shitamizu",カ、うず,
153,過,12,5,3,Shinnyoo,カ、す-ぎる、す-ごす、あやま-つ、あやま-ち,よぎ
154,嫁,13,7,1,"Onna, Onnahen",カ、よめ、とつ-ぐ,
155,暇,13,7,1,"Nichi, Nichihen",カ、ひま,いとま
156,禍,13,7,1,"Shimesu, Shimesuhen",カ,ワ
157,靴,13,7,3,"Kakunokawa, Kawahen",カ、くつ,
158,寡,14,7,1,Ukanmuri,カ,やもめ
159,歌,14,2,4,Akubi,カ、うた、うた-う,
160,箇,14,7,1,"Take, Takekanmuri",カ,
161,稼,15,7,1,"Nogi, Nogihen",カ、かせ-ぐ,
162,課,15,4,2,"Gon, Gonben",カ,
163,蚊,10,7,1,"Mushi, Mushihen",か,
164,牙,4,7,0,"Kiba, Kibahen",ガ、[ゲ]、きば,
165,瓦,5,7,0,Kawara,ガ、かわら,
166,我,7,6,1,"Hokogamae, Hokozukuri",ガ、われ、わ,
167,画,8,2,4,"Ta, Tahen",ガ、カク,エ、えが
168,芽,8,4,1,Kusakanmuri,ガ、め,
169,賀,12,5,1,"Kai, Kaihen",ガ,カ
170,雅,13,7,1,Furutori,ガ,みやび
171,餓,15,7,1,"Shoku, Shokuhen",ガ,う
172,介,4,7,2,"Hito, Ninben, Hitoyane",カイ,ケ、すけ
173,回,6,2,3,Kunigamae,カイ、[エ]、まわ-る、まわ-す,めぐ
174,灰,6,6,2,"Hi, Hihen, Renga",カイ、はい,
175,会,6,2,4,"Hito, Ninben, Hitoyane",カイ、エ、あ-う,ケ
176,快,7,5,2,"Kokoro, Risshinben, Shitagokoro",カイ、こころよ-い,
177,戒,7,7,1,"Hokogamae, Hokozukuri",カイ、いまし-める,
178,改,7,4,2,Nobun,カイ、あらた-める、あらた-まる,
179,怪,8,7,1,"Kokoro, Risshinben, Shitagokoro",カイ、あや-しい、あや-しむ,ケ
180,拐,8,7,1,Tehen,カイ,かどわか
181,悔,9,7,1,"Kokoro, Risshinben, Shitagokoro",カイ、く-いる、く-やむ、くや-しい,ゲ
182,海,9,2,4,"Mizu, Sanzui, Shitamizu",カイ、うみ,
183,界,9,3,4,"Ta, Tahen",カイ,さかい
184,皆,9,7,3,Shiro,カイ、みな,みんな
185,械,11,4,2,"Ki, Kihen",カイ,
186,絵,12,2,3,"Ito, Itohen",カイ、エ,
187,開,12,3,4,Mongamae,カイ、ひら-く、ひら-ける、あ-く、あ-ける,
188,階,12,3,2,Kozatohen,カイ,はし、しな
189,塊,13,7,1,"Tsuchi, Tsuchihen",カイ、かたまり,
190,楷,13,7,0,"Ki, Kihen",カイ,
191,解,13,5,3,"Tsuno, Tsunohen",カイ、ゲ、と-く、と-かす、と-ける,ケ
192,潰,15,7,0,"Mizu, Sanzui, Shitamizu",カイ、つぶ-す、つぶ-れる,つい
193,壊,16,7,1,"Tsuchi, Tsuchihen",カイ、こわ-す、こわ-れる,エ
194,懐,16,7,1,"Kokoro, Risshinben, Shitagokoro",カイ、ふところ、なつ-かしい、なつ-かしむ、なつ-く、なつ-ける,いだ
195,諧,16,7,0,"Gon, Gonben",カイ,
196,貝,7,1,2,"Kai, Kaihen",かい,
197,外,5,2,5,Yuube,ガイ、ゲ、そと、ほか、はず-す、はず-れる,ウイ
198,劾,8,7,1,Chikara,ガイ,
199,害,10,4,3,Ukanmuri,ガイ,
200,崖,11,7,0,"Yama, Yamahen",ガイ、がけ,
201,涯,11,7,1,"Mizu, Sanzui, Shitamizu",ガイ,
202,街,12,4,1,Gyoogamae,ガイ、[カイ]、まち,
203,慨,13,7,1,"Kokoro, Risshinben, Shitagokoro",ガイ,
204,蓋,13,7,0,Kusakanmuri,ガイ、ふた,かさ
205,該,13,7,1,"Gon, Gonben",ガイ,
206,概,14,7,1,"Ki, Kihen",ガイ,おおむ
207,骸,16,7,0,"Hone, Honehen",ガイ,むくろ
208,垣,9,7,1,"Tsuchi, Tsuchihen",かき,
209,柿,9,7,0,"Ki, Kihen",かき,シ
210,各,6,4,2,"Kuchi, Kuchihen",カク、おのおの,
211,角,7,2,2,"Tsuno, Tsunohen",カク、かど、つの,すみ、ずみ
212,拡,8,6,2,Tehen,カク,ひろ
213,革,9,6,2,"Kakunokawa, Kawahen",カク、かわ,
214,格,10,5,3,"Ki, Kihen",カク、[コウ],
215,核,10,7,1,"Ki, Kihen",カク,
216,殻,11,7,1,Rumata,カク、から,
217,郭,11,7,1,Oozato,カク,くるわ
218,覚,12,4,3,Miru,カク、おぼ-える、さ-ます、さ-める,
219,較,13,7,2,"Kuruma, Kurumahen",カク,コウ、くら
220,隔,13,7,1,Kozatohen,カク、へだ-てる、へだ-たる,
221,閣,14,6,1,Mongamae,カク,
222,確,15,5,3,"Ishi, Ishihen",カク、たし-か、たし-かめる,
223,獲,16,7,1,"Inu, Kemonohen",カク、え-る,
224,嚇,17,7,1,"Kuchi, Kuchihen",カク,
225,穫,18,7,1,"Nogi, Nogihen",カク,か
226,学,8,1,5,"Ko, Kohen",ガク、まな-ぶ,
227,岳,8,7,1,"Yama, Yamahen",ガク、たけ,
228,楽,13,2,4,"Ki, Kihen",ガク、ラク、たの-しい、たの-しむ,
229,額,18,5,2,Oogai,ガク、ひたい,ぬか
230,顎,18,7,0,Oogai,ガク、あご,
231,掛,11,7,1,Tehen,か-ける、か-かる、かかり,
232,潟,15,7,1,"Mizu, Sanzui, Shitamizu",かた,
233,括,9,7,1,Tehen,カツ,くく
234,活,9,2,3,"Mizu, Sanzui, Shitamizu",カツ,い
235,喝,11,7,1,"Kuchi, Kuchihen",カツ,
236,渇,11,7,1,"Mizu, Sanzui, Shitamizu",カツ、かわ-く,
237,割,12,6,3,"Katana, Rittoo",カツ、わ-る、わり、わ-れる、さ-く,き
238,葛,12,7,0,Kusakanmuri,カツ、くず,つづら、かずら
239,滑,13,7,1,"Mizu, Sanzui, Shitamizu",カツ、コツ、すべ-る、なめ-らか,
240,褐,13,7,1,"Koromo, Koromohen",カツ,
241,轄,17,7,1,"Kuruma, Kurumahen",カツ,
242,且,5,7,1,Ichi,か-つ,
243,株,10,6,1,"Ki, Kihen",かぶ,シュ
244,釜,10,7,0,"Kane, Kanehen",かま,プ
245,鎌,18,7,1,"Kane, Kanehen",かま,
246,刈,4,7,1,"Katana, Rittoo",か-る,
247,干,3,6,2,Ichijuu,カン、ほ-す、ひ-る,
248,刊,5,5,2,"Katana, Rittoo",カン,
249,甘,5,7,2,Amai,カン、あま-い、あま-える、あま-やかす,うま
250,汗,6,7,2,"Mizu, Sanzui, Shitamizu",カン、あせ,
251,缶,6,7,1,Hotogi,カン,
252,完,7,4,3,Ukanmuri,カン,
253,肝,7,7,1,"Niku, Nikuzuki",カン、きも,
254,官,8,4,3,Ukanmuri,カン,
255,冠,9,7,1,Wakanmuri,カン、かんむり,
256,巻,9,6,2,Onore,カン、ま-く、まき,ケン
257,看,9,6,2,"Me, Mehen",カン,み
258,陥,10,7,1,Kozatohen,カン、おちい-る、おとしい-れる,
259,乾,11,7,2,"Otsu, Otsunyoo",カン、かわ-く、かわ-かす,いぬい、ほ、ぼ
260,勘,11,7,1,Chikara,カン,
261,患,11,7,1,"Kokoro, Risshinben, Shitagokoro",カン、わずら-う,
262,貫,11,7,1,"Kai, Kaihen",カン、つらぬ-く,
263,寒,12,3,3,Ukanmuri,カン、さむ-い,
264,喚,12,7,1,"Kuchi, Kuchihen",カン,よ
265,堪,12,7,1,"Tsuchi, Tsuchihen",カン、た-える,
266,換,12,7,2,Tehen,カン、か-える、か-わる,
267,敢,12,7,1,Nobun,カン,あ
268,棺,12,7,1,"Ki, Kihen",カン,ひつぎ
269,款,12,7,1,Akubi,カン,
270,間,12,2,5,Mongamae,カン、ケン、あいだ、ま,あ、か、い
271,閑,12,7,1,Mongamae,カン,ひま、な
272,勧,13,7,1,Chikara,カン、すす-める,
273,寛,13,7,1,Ukanmuri,カン,ひろ
274,幹,13,5,1,Ichijuu,カン、みき,
275,感,13,3,3,"Kokoro, Risshinben, Shitagokoro",カン,
276,漢,13,3,4,"Mizu, Sanzui, Shitamizu",カン,
277,慣,14,5,3,"Kokoro, Risshinben, Shitagokoro",カン、な-れる、な-らす,
278,管,14,4,2,"Take, Takekanmuri",カン、くだ,
279,関,14,4,3,Mongamae,カン、せき、かか-わる,
280,歓,15,7,1,Akubi,カン,よろこ
281,監,15,7,1,Sara,カン,ケン、ゲン
282,緩,15,7,1,"Ito, Itohen",カン、ゆる-い、ゆる-やか、ゆる-む、ゆる-める,
283,憾,16,7,1,"Kokoro, Risshinben, Shitagokoro",カン,
284,還,16,7,1,Shinnyoo,カン,ゲン、かえ
285,館,16,3,4,"Shoku, Shokuhen",カン、やかた,たち、たて、だて
286,環,17,7,2,"Tama, Oo",カン,たまき
287,簡,18,6,2,"Take, Takekanmuri",カン,ケン
288,観,18,4,3,Miru,カン,み
289,韓,18,7,0,Nameshigawa,カン,から
290,艦,21,7,1,"Fune, Funehen",カン,
291,鑑,23,7,1,"Kane, Kanehen",カン、かんが-みる,かがみ
292,丸,3,2,2,Ten,ガン、まる、まる-い、まる-める,
293,含,7,7,2,"Kuchi, Kuchihen",ガン、ふく-む、ふく-める,ゴン
294,岸,8,3,2,"Yama, Yamahen",ガン、きし,
295,岩,8,2,2,"Yama, Yamahen",ガン、いわ,
296,玩,8,7,0,"Tama, Oo",ガン,
297,眼,11,5,1,"Me, Mehen",ガン、[ゲン]、まなこ,め
298,頑,13,7,1,Oogai,ガン,
299,顔,18,2,3,Oogai,ガン、かお,
300,願,19,4,3,Oogai,ガン、ねが-う,
301,企,6,7,1,"Hito, Ninben, Hitoyane",キ、くわだ-てる,
302,伎,6,7,1,"Hito, Ninben, Hitoyane",キ,
303,危,6,6,3,"Fushizukuri, Warifu",キ、あぶ-ない、あや-うい、あや-ぶむ,
304,机,6,6,2,"Ki, Kihen",キ、つくえ,
305,気,6,1,5,Kigamae,キ、ケ,いき
306,岐,7,7,1,"Yama, Yamahen",キ,
307,希,7,4,2,"Haba, Kinben",キ,ケ、こいねが、まれ
308,忌,7,7,1,"Kokoro, Risshinben, Shitagokoro",キ、い-む、い-まわしい,
309,汽,7,2,1,"Mizu, Sanzui, Shitamizu",キ,
310,奇,8,7,1,Dai,キ,く
311,祈,8,7,2,"Shimesu, Shimesuhen",キ、いの-る,
312,季,8,4,2,"Ko, Kohen",キ,すえ
313,紀,9,4,1,"Ito, Itohen",キ,おさ、のり
314,軌,9,7,1,"Kuruma, Kurumahen",キ,
315,既,10,7,1,Munyoo,キ、すで-に,
316,記,10,2,3,"Gon, Gonben",キ、しる-す,
317,起,10,3,4,"Hashiru, Soonyoo",キ、お-きる、お-こる、お-こす,た
318,飢,10,7,1,"Shoku, Shokuhen",キ、う-える,
319,鬼,10,7,1,"Oni, Kinyoo",キ、おに,
320,帰,10,2,4,"Haba, Kinben",キ、かえ-る、かえ-す,
321,基,11,5,2,"Tsuchi, Tsuchihen",キ、もと、もとい,
322,寄,11,5,3,Ukanmuri,キ、よ-る、よ-せる,
323,規,11,5,3,Miru,キ,ぶんまわし、のり、ただ
324,亀,11,7,1,"Otsu, Otsunyoo",キ、かめ,
325,喜,12,4,3,"Kuchi, Kuchihen",キ、よろこ-ぶ,
326,幾,12,7,1,Itogashira,キ、いく,
327,揮,12,6,1,Tehen,キ,
328,期,12,3,3,"Tsuki, Tsukihen",キ、[ゴ],
329,棋,12,7,1,"Ki, Kihen",キ,
330,貴,12,6,1,"Kai, Kaihen",キ、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ,
331,棄,13,7,1,"Ki, Kihen",キ,す
332,毀,13,7,0,Rumata,キ,
333,旗,14,4,1,"Hoo, Hoohen",キ、はた,
334,器,15,4,1,"Kuchi, Kuchihen",キ、うつわ,
335,畿,15,7,0,"Ta, Tahen",キ,
336,輝,15,7,1,"Kuruma, Kurumahen",キ、かがや-く,て
337,機,16,4,3,"Ki, Kihen",キ、はた,
338,騎,18,7,1,"Uma, Umahen",キ,
339,技,7,5,2,Tehen,ギ、わざ,
340,宜,8,7,1,Ukanmuri,ギ,よろ、むべ
341,偽,11,7,1,"Hito, Ninben, Hitoyane",ギ、いつわ-る、にせ,
342,欺,12,7,1,Akubi,ギ、あざむ-く,
343,義,13,5,1,Hitsuji,ギ,よ
344,疑,14,6,3,Hiki,ギ、うたが-う,
345,儀,15,7,1,"Hito, Ninben, Hitoyane",ギ,
346,戯,15,7,1,"Hokogamae, Hokozukuri",ギ、たわむ-れる,ゲ、ざ
347,擬,17,7,1,Tehen,ギ,
348,犠,17,7,1,"Ushi, Ushihen",ギ,
349,議,20,4,3,"Gon, Gonben",ギ,
350,菊,11,7,1,Kusakanmuri,キク,
351,吉,6,7,1,"Kuchi, Kuchihen",キチ、キツ,よ
352,喫,12,7,2,"Kuchi, Kuchihen",キツ,
353,詰,13,7,2,"Gon, Gonben",キツ、つ-める、つ-まる、つ-む,なじ
354,却,7,7,1,"Fushizukuri, Warifu",キャク,かえ
355,客,9,3,3,Ukanmuri,キャク、カク,
356,脚,11,7,1,"Niku, Nikuzuki",キャク、[キャ]、あし,
357,逆,9,5,2,Shinnyoo,ギャク、さか、さか-らう,ゲキ
358,虐,9,7,1,Toragashira,ギャク、しいた-げる,
359,九,2,1,5,"Otsu, Otsunyoo",キュウ、ク、ここの、ここの-つ,
360,久,3,5,2,No,キュウ、[ク]、ひさ-しい,
361,及,3,7,1,No,キュウ、およ-ぶ、およ-び、およ-ぼす,
362,弓,3,2,1,"Yumi, Yumihen",キュウ、ゆみ,
363,丘,5,7,1,Ichi,キュウ、おか,ク
364,旧,5,5,2,"Nichi, Nichihen",キュウ,ふる
365,休,6,1,5,"Hito, Ninben, Hitoyane",キュウ、やす-む、やす-まる、やす-める,
366,吸,6,6,3,"Kuchi, Kuchihen",キュウ、す-う,
367,朽,6,7,1,"Ki, Kihen",キュウ、く-ちる,
368,臼,6,7,0,Usu,キュウ、うす,
369,求,7,4,3,"Mizu, Sanzui, Shitamizu",キュウ、もと-める,グ
370,究,7,3,4,"Ana, Anakanmuri",キュウ、きわ-める,ク
371,泣,8,4,1,"Mizu, Sanzui, Shitamizu",キュウ、な-く,
372,急,9,3,4,"Kokoro, Risshinben, Shitagokoro",キュウ、いそ-ぐ,
373,級,9,3,1,"Ito, Itohen",キュウ,しな
374,糾,9,7,1,"Ito, Itohen",キュウ,ただ
375,宮,10,3,1,Ukanmuri,キュウ、グウ、[ク]、みや,
376,救,11,4,1,Nobun,キュウ、すく-う,ク
377,球,11,3,3,"Tama, Oo",キュウ、たま,
378,給,12,4,3,"Ito, Itohen",キュウ,たま
379,嗅,13,7,0,"Kuchi, Kuchihen",キュウ、か-ぐ,
380,窮,15,7,1,"Ana, Anakanmuri",キュウ、きわ-める、きわ-まる,
381,牛,4,2,4,"Ushi, Ushihen",ギュウ、うし,ゴ
382,去,5,3,4,Mu,キョ、コ、さ-る,
383,巨,5,7,2,Hakogamae,キョ,コ
384,居,8,5,3,Shikabane,キョ、い-る,コ、ゴ、お
385,拒,8,7,1,Tehen,キョ、こば-む,
386,拠,8,7,1,Tehen,キョ、コ,よりどころ、よ
387,挙,10,4,1,Te,キョ、あ-げる、あ-がる,コ
388,虚,11,7,1,Toragashira,キョ、[コ],むな
389,許,11,5,3,"Gon, Gonben",キョ、ゆる-す,コ、もと
390,距,12,7,1,"Ashi, Ashihen",キョ,
391,魚,11,2,4,"Uo, Uohen",ギョ、うお、さかな,
392,御,12,7,3,Gyooninben,ギョ、ゴ、おん,おさ、お、み
393,漁,14,4,2,"Mizu, Sanzui, Shitamizu",ギョ、リョウ,すなど、あさ
394,凶,4,7,1,Ukebako,キョウ,
395,共,6,4,3,Hachi,キョウ、とも,
396,叫,6,7,2,"Kuchi, Kuchihen",キョウ、さけ-ぶ,
397,狂,7,7,1,"Inu, Kemonohen",キョウ、くる-う、くる-おしい,
398,京,8,2,4,Nabebuta,キョウ、ケイ,キン
399,享,8,7,1,Nabebuta,キョウ,
400,供,8,6,3,"Hito, Ninben, Hitoyane",キョウ、[ク]、そな-える、とも,
401,協,8,4,2,Juu,キョウ,
402,況,8,7,2,"Mizu, Sanzui, Shitamizu",キョウ,
403,峡,9,7,1,"Yama, Yamahen",キョウ,
404,挟,9,7,2,Tehen,キョウ、はさ-む、はさ-まる,さしはさ
405,狭,9,7,1,"Inu, Kemonohen",キョウ、せま-い、せば-める、せば-まる,さ
406,恐,10,7,3,"Kokoro, Risshinben, Shitagokoro",キョウ、おそ-れる、おそ-ろしい,
407,恭,10,7,1,"Kokoro, Risshinben, Shitagokoro",キョウ、うやうや-しい,ク
408,胸,10,6,2,"Niku, Nikuzuki",キョウ、むね、[むな],
409,脅,10,7,1,"Niku, Nikuzuki",キョウ、おびや-かす、おど-す、おど-かす,おび
410,強,11,2,4,"Yumi, Yumihen",キョウ、ゴウ、つよ-い、つよ-まる、つよ-める、し-いる,こわ、ごわ
411,教,11,2,4,Nobun,キョウ、おし-える、おそ-わる,し
412,郷,11,6,1,Oozato,キョウ、ゴウ,さと
413,境,14,5,2,"Tsuchi, Tsuchihen",キョウ、[ケイ]、さかい,
414,橋,16,3,2,"Ki, Kihen",キョウ、はし,
415,矯,17,7,1,"Ya, Yahen",キョウ、た-める,
416,鏡,19,4,1,"Kane, Kanehen",キョウ、かがみ,
417,競,20,4,2,Tatsu,キョウ、ケイ、きそ-う、せ-る,
418,響,20,7,1,Oto,キョウ、ひび-く,
419,驚,22,7,1,"Uma, Umahen",キョウ、おどろ-く、おどろ-かす,
420,仰,6,7,1,"Hito, Ninben, Hitoyane",ギョウ、[コウ]、あお-ぐ、おお-せ,
421,暁,12,7,1,"Nichi, Nichihen",ギョウ、あかつき,キョウ
422,業,13,3,4,"Ki, Kihen",ギョウ、ゴウ、わざ,
